House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
17,Thomas Land,Gemma,Mills-Wood,56,Head,Married,Female,"Pharmacist, community",None,Methodist
17,Thomas Land,Roy,Mills-Wood,58,Husband,Married,Male,Psychiatrist,None,None
18,Thomas Land,Margaret,Hutchinson,41,Head,Single,Female,"Designer, fashion/clothing",None,Catholic
18,Thomas Land,Jordan,Hutchinson,12,Son,,Male,Student,None,
19,Thomas Land,Mohammed,Robinson,34,Head,Married,Male,Retail merchandiser,None,Muslim
19,Thomas Land,Donna,Robinson,29,Wife,Married,Female,Occupational therapist,None,None
20,Thomas Land,Hollie,Dobson,70,Head,Married,Female,Retired Clothing/textile technologist,None,Methodist
20,Thomas Land,Shane,Dobson,74,Husband,Married,Male,Retired Civil Service administrator,None,Methodist
21,Thomas Land,Cheryl,Green,39,Head,Married,Female,Sports coach,None,Christian
21,Thomas Land,Christine,Green,41,Wife,Married,Female,"Therapist, art",None,Christian
22,Thomas Land,Sean,Khan,25,Head,Married,Male,Advertising copywriter,None,None
22,Thomas Land,Jacqueline,Khan,24,Wife,Married,Female,"Geologist, wellsite",None,None
1,Jarvis Locks,Nicole,Hargreaves,50,Head,Married,Female,Careers information officer,None,Catholic
1,Jarvis Locks,Gordon,Hargreaves,50,Husband,Married,Male,"Pharmacist, community",None,Catholic
1,Jarvis Locks,Sharon,Hargreaves,19,Daughter,Single,Female,Water quality scientist,None,None
1,Jarvis Locks,Shane,Hargreaves,18,Son,Single,Male,Student,None,Catholic
1,Jarvis Locks,Ruth,Hargreaves,15,Daughter,,Female,Student,None,
2,Jarvis Locks,Pamela,Armstrong,36,Head,Married,Female,Building services engineer,None,Catholic
2,Jarvis Locks,Christian,Armstrong,38,Husband,Married,Male,"Surveyor, commercial/residential",None,Catholic
2,Jarvis Locks,Abdul,Armstrong,19,Son,Single,Male,University Student,None,Catholic
2,Jarvis Locks,Liam,Armstrong,19,Son,Single,Male,University Student,None,None
2,Jarvis Locks,Amelia,Armstrong,17,Daughter,,Female,Student,None,
3,Jarvis Locks,Elaine,Wright,71,Head,Married,Female,"Retired Engineer, materials",None,None
3,Jarvis Locks,Leon,Wright,73,Husband,Married,Male,Retired Clinical molecular geneticist,None,None
3,Jarvis Locks,Rebecca,Wright,38,Daughter,Single,Female,Publishing copy,None,None
3,Jarvis Locks,Shane,Wright,34,Son,Single,Male,Media planner,None,None
3,Jarvis Locks,Molly,Wright,30,Daughter,Single,Female,Technical author,None,None
4,Jarvis Locks,Reece,Stanley,45,Head,Married,Male,Banker,None,None
4,Jarvis Locks,Emma,Stanley,46,Wife,Married,Female,Chiropractor,None,None
4,Jarvis Locks,Mohamed,Stanley,14,Son,,Male,Student,None,
4,Jarvis Locks,Mary,Stanley,11,Daughter,,Female,Student,None,
4,Jarvis Locks,Kirsty,Stanley,8,Daughter,,Female,Student,None,
4,Jarvis Locks,Suzanne,Stanley,5,Daughter,,Female,Student,None,
4,Jarvis Locks,Harry,Stanley,3,Son,,Male,Child,None,
4,Jarvis Locks,Katie,Stanley,1,Daughter,,Female,Child,None,
4,Jarvis Locks,Sally,Jones,35,Lodger,Single,Female,Secretary/administrator,None,Christian
4,Jarvis Locks,Mohammad,Young,51,Sibling,Single,Male,"Engineer, control and instrumentation",None,Christian
5,Jarvis Locks,Harriet,Morgan,58,Head,Single,Female,Unemployed,None,None
5,Jarvis Locks,Tony,Bradley,61,Partner,Single,Male,Politician's assistant,None,None
5,Jarvis Locks,Teresa,Morgan,23,Daughter,Divorced,Female,Theme park manager,None,None
5,Jarvis Locks,Antony,Gray,22,Son,Single,Male,University Student,None,None
5,Jarvis Locks,Terence,Gray,18,Son,Single,Male,Student,None,None
5,Jarvis Locks,Melanie,Gray,18,Daughter,Single,Female,Student,None,None
5,Jarvis Locks,Alison,Gray,13,Daughter,,Female,Student,None,
5,Jarvis Locks,Paul,Gray,10,Son,,Male,Student,None,
5,Jarvis Locks,Mark,Gray,5,Son,,Male,Student,None,
5,Jarvis Locks,Alison,Gray,4,Daughter,,Female,Child,None,
6,Jarvis Locks,Hollie,Taylor,41,Head,Married,Female,Customer service manager,None,Christian
6,Jarvis Locks,Ian,Taylor,43,Husband,Married,Male,"Teacher, secondary school",None,Christian
6,Jarvis Locks,Catherine,Taylor,10,Neice,,Female,Student,None,
6,Jarvis Locks,Guy,Howell,7,Nephew,,Male,Student,None,
6,Jarvis Locks,Alexander,Howell,3,Nephew,,Male,Child,None,
6,Jarvis Locks,Toby,Harrison,24,Sibling,Single,Male,Metallurgist,None,Catholic
6,Jarvis Locks,Shaun,Gilbert,56,Cousin,Divorced,Male,Automotive engineer,None,Catholic
6,Jarvis Locks,Toby,Harris,64,Lodger,Single,Male,Unemployed,None,None
6,Jarvis Locks,Melissa,Osborne,57,Lodger,Single,Female,Multimedia specialist,None,Christian
6,Jarvis Locks,Clare,Ellis,60,Cousin,Single,Female,"Doctor, general practice",None,Christian
6,Jarvis Locks,Mandy,Brown,56,Lodger,Single,Female,Dietitian,None,Christian
7,Jarvis Locks,Bernard,Morris,45,Head,Divorced,Male,Fisheries officer,None,Catholic
7,Jarvis Locks,Dylan,Morris,21,Son,Divorced,Male,University Student,None,Catholic
7,Jarvis Locks,June,Morris,19,Daughter,Divorced,Female,University Student,None,Catholic
8,Jarvis Locks,Elliot,Roberts,34,Head,Divorced,Male,Armed forces logistics/support/administrative officer,None,None
8,Jarvis Locks,Charlene,Hart,55,None,Single,Female,"Scientist, research (medical)",None,Catholic
8,Jarvis Locks,Rachael,Butcher,55,None,Single,Female,Chartered legal executive (England and Wales),None,None
8,Jarvis Locks,Mohamed,Williams,50,None,Single,Male,Unemployed,None,Christian
8,Jarvis Locks,Stewart,Baker,48,None,Single,Male,Early years teacher,None,Catholic
9,Jarvis Locks,Natalie,Lyons,61,Head,Married,Female,"Surveyor, insurance",None,Christian
9,Jarvis Locks,Nigel,Lyons,62,Husband,Married,Male,Insurance account manager,None,None
9,Jarvis Locks,Julian,Smith,19,Grandson,Single,Male,University Student,None,Christian
9,Jarvis Locks,Linda,Smith,18,Granddaughter,Single,Female,Student,None,Christian
9,Jarvis Locks,Rebecca,Smith,17,Granddaughter,,Female,Student,None,
10,Jarvis Locks,Rachael,Scott,46,Head,Single,Female,Chief of Staff,None,Christian
10,Jarvis Locks,Rhys,Davies,48,Partner,Single,Male,Clinical molecular geneticist,None,None
10,Jarvis Locks,Andrew,Scott,13,Son,,Male,Student,None,
10,Jarvis Locks,Abbie,Scott,11,Daughter,,Female,Student,None,
10,Jarvis Locks,Vanessa,Scott,7,Daughter,,Female,Student,None,
10,Jarvis Locks,Colin,Scott,6,Son,,Male,Student,None,
10,Jarvis Locks,Jeffrey,Scott,4,Son,,Male,Child,None,
11,Jarvis Locks,Tracey,Dixon,26,Head,Married,Female,Chiropractor,None,Muslim
11,Jarvis Locks,Glenn,Dixon,28,Husband,Married,Male,Chief Financial Officer,None,None
11,Jarvis Locks,Marcus,Jennings,27,Lodger,Single,Male,Barista,None,Catholic
11,Jarvis Locks,Alice,Warren,31,Lodger,Single,Female,Energy engineer,None,None
11,Jarvis Locks,Allan,Hart,31,Lodger,Single,Male,Unemployed,None,Catholic
12,Jarvis Locks,Carol,Barker,27,Head,Divorced,Female,Chief Operating Officer,None,None
12,Jarvis Locks,Kenneth,Barker,6,Son,,Male,Student,None,
12,Jarvis Locks,Declan,Barker,6,Son,,Male,Student,None,
12,Jarvis Locks,Karl,Barker,4,Son,,Male,Child,None,
12,Jarvis Locks,Harriet,Barker,2,Daughter,,Female,Child,None,
12,Jarvis Locks,Margaret,Chadwick,50,Lodger,Single,Female,Television floor manager,None,None
12,Jarvis Locks,Tony,Green,27,Lodger,Single,Male,Race relations officer,None,Christian
12,Jarvis Locks,Joan,Carr,56,Visitor,Single,Female,Communications engineer,None,Christian
13,Jarvis Locks,Diana,Turner,51,Head,Married,Female,Social researcher,None,None
13,Jarvis Locks,George,Turner,51,Husband,Married,Male,Museum/gallery conservator,None,Christian
13,Jarvis Locks,Valerie,Turner,20,Daughter,Single,Female,University Student,None,None
13,Jarvis Locks,Mohammed,Turner,11,Son,,Male,Student,None,
13,Jarvis Locks,Luke,Turner,11,Son,,Male,Student,None,
14,Jarvis Locks,Janice,Brown,54,Head,Single,Female,Unemployed,None,Christian
14,Jarvis Locks,Karl,Brown,23,Son,Single,Male,"Scientist, research (medical)",None,Christian
15,Jarvis Locks,Victoria,Osborne,72,Head,Single,Female,Unemployed,None,Christian
16,Jarvis Locks,Beverley,Marshall,46,Head,Divorced,Female,"Physicist, medical",None,Christian
16,Jarvis Locks,Jay,Marshall,12,Son,,Male,Student,None,
16,Jarvis Locks,Bethany,Marshall,12,Daughter,,Female,Student,None,
16,Jarvis Locks,Ruth,Marshall,9,Daughter,,Female,Student,None,
16,Jarvis Locks,Gerald,Robinson,6,Son,,Male,Student,None,
16,Jarvis Locks,Joyce,Smith,49,Lodger,Single,Female,"Nurse, children's",None,None
16,Jarvis Locks,Ian,Williams,38,Lodger,Single,Male,Chief Operating Officer,None,None
16,Jarvis Locks,Georgina,Williams,56,Sibling,Single,Female,"Geologist, engineering",None,Christian
16,Jarvis Locks,Josephine,Akhtar,48,Lodger,Single,Female,Interpreter,None,None
16,Jarvis Locks,Jane,Parker,39,Sibling,Single,Female,Radio broadcast assistant,None,None
17,Jarvis Locks,Lydia,Sullivan,41,Head,Divorced,Female,"Merchandiser, retail",None,Methodist
17,Jarvis Locks,Lindsey,Sullivan,13,Daughter,,Female,Student,None,
17,Jarvis Locks,Frances,Sullivan,9,Daughter,,Female,Student,None,
17,Jarvis Locks,Danny,Hughes-Sullivan,7,Son,,Male,Student,None,
17,Jarvis Locks,Harry,Hughes-Sullivan,5,Son,,Male,Student,None,
17,Jarvis Locks,Helen,Patel,1,Daughter,,Female,Child,None,
17,Jarvis Locks,Helen,Perry,34,Lodger,Divorced,Female,"Pharmacist, community",None,Sikh
18,Jarvis Locks,Elaine,Smith,22,Head,Married,Female,Learning mentor,None,None
18,Jarvis Locks,Jeffrey,Smith,26,Husband,Married,Male,Adult nurse,None,None
18,Jarvis Locks,Ross,Smith,5,Son,,Male,Student,None,
18,Jarvis Locks,Julian,Smith,4,Son,,Male,Child,None,
18,Jarvis Locks,Elizabeth,Smith,1,Daughter,,Female,Child,None,
19,Jarvis Locks,Kyle,Harrison,66,Head,Married,Male,Lobbyist,None,Christian
19,Jarvis Locks,Patricia,Harrison,61,Wife,Married,Female,Colour technologist,None,Christian
19,Jarvis Locks,Charlotte,Vaughan-Wilson,46,None,Married,Female,Building control surveyor,None,None
19,Jarvis Locks,Charlie,Vaughan-Wilson,45,None,Married,Male,"Teacher, adult education",None,None
19,Jarvis Locks,Ashley,Vaughan-Wilson,13,None,,Male,Student,None,
20,Jarvis Locks,Jane,Hayward,54,Head,Married,Female,Secretary/administrator,None,None
20,Jarvis Locks,Glen,Hayward,56,Husband,Married,Male,Structural engineer,None,None
20,Jarvis Locks04,Georgina,Hayward,25,Daughter,Single,Female,Special effects artist,None,None
20,Jarvis Locks,George,Hayward,24,Son,Single,Male,Mental health nurse,None,None
20,Jarvis Locks,Tracey,Brown-Hayward,11,Daughter,,Female,Student,None,
21,Jarvis Locks,June,Ingram,52,Head,Divorced,Female,Arts development officer,None,Christian
21,Jarvis Locks,Stacey,Ingram,20,Daughter,Divorced,Female,University Student,None,None
21,Jarvis Locks,Sarah,Ingram,16,Daughter,,Female,Student,None,
21,Jarvis Locks,Ellie,Ingram,12,Daughter,,Female,Student,None,
21,Jarvis Locks,Amy,Ingram,9,Daughter,,Female,Student,None,
21,Jarvis Locks,Maria,Ingram,7,Daughter,,Female,Student,None,
21,Jarvis Locks,Jeffrey,Ingram,7,Son,,Male,Student,None,
21,Jarvis Locks,Ann,Ingram,6,Daughter,,Female,Student,None,
21,Jarvis Locks,Hilary,Ingram,2,Daughter,,Female,Child,None,
21,Jarvis Locks,Karen,Ingram,0,Daughter,,Female,Child,None,
22,Jarvis Locks,Samantha,Warren,85,Head,Married,Female,"Retired Surveyor, building",None,None
22,Jarvis Locks,Garry,Warren,89,Husband,Married,Male,"Retired Engineer, chemical",None,None
22,Jarvis Locks,Kimberley,Warren,58,Daughter,Single,Female,Forensic psychologist,None,None
22,Jarvis Locks,Fiona,Warren,54,Daughter,Single,Female,Field seismologist,None,None
22,Jarvis Locks,Tina,Simpson,50,Daughter,Single,Female,Licensed conveyancer,None,None
22,Jarvis Locks,Suzanne,Simpson,44,Daughter,Single,Female,Hotel manager,None,None
22,Jarvis Locks,Henry,Simpson,41,Son,Single,Male,Armed forces technical officer,Deaf,None
22,Jarvis Locks,Norman,Simpson,34,Son,Single,Male,"Editor, commissioning",None,None
22,Jarvis Locks,Gerard,Simpson,33,Son,Single,Male,Unemployed,None,None
23,Jarvis Locks,Stacey,Sutton,45,Head,Married,Female,Unemployed,None,Christian
23,Jarvis Locks,Ross,Sutton,50,Husband,Married,Male,Magazine journalist,None,None
23,Jarvis Locks,Margaret,Sutton,23,Daughter,Single,Female,Horticultural therapist,None,Christian
23,Jarvis Locks,Carole,Sutton,19,Daughter,Single,Female,University Student,None,None
23,Jarvis Locks,Claire,Sutton,7,Adopted Daughter,,Female,Student,None,
24,Jarvis Locks,George,Pearson,44,Head,Married,Male,Agricultural engineer,None,Catholic
24,Jarvis Locks,Tracey,Pearson,45,Wife,Married,Female,Press photographer,None,Catholic
24,Jarvis Locks,Charlie,Pearson,16,Son,,Male,Student,None,
24,Jarvis Locks,Mary,Pearson,16,Daughter,,Female,Student,None,
24,Jarvis Locks,Jason,Pearson,16,Son,,Male,Student,None,
24,Jarvis Locks,Emily,Pearson,9,Daughter,,Female,Student,None,
24,Jarvis Locks,Pamela,Pearson,4,Daughter,,Female,Child,None,
24,Jarvis Locks,Brian,Adams,59,Lodger,Divorced,Male,Patent examiner,None,Christian
24,Jarvis Locks,Samantha,Edwards,56,Lodger,Single,Female,Market researcher,None,Christian
24,Jarvis Locks,Simon,Smart,19,Lodger,Single,Male,University Student,None,None
25,Jarvis Locks,Emma,Kelly,38,Head,Married,Female,Multimedia programmer,None,Christian
25,Jarvis Locks,Jamie,Kelly-Harrison,40,Husband,Married,Male,Animal nutritionist,None,Christian
25,Jarvis Locks,Lisa,Kelly-Harrison,12,Daughter,,Female,Student,None,
25,Jarvis Locks,Sally,Kelly-Harrison,9,Daughter,,Female,Student,None,
25,Jarvis Locks,Andrea,Hill,36,Lodger,Single,Female,Government social research officer,None,None
26,Jarvis Locks,Sharon,Newman,63,Head,Single,Female,"Surveyor, quantity",None,Christian
26,Jarvis Locks,Gregory,Wilkinson,63,Partner,Single,Male,Government social research officer,None,Christian
26,Jarvis Locks,Claire,Newman,26,Daughter,Single,Female,IT consultant,None,None
26,Jarvis Locks,Bruce,Newman,22,Son,Single,Male,Production manager,None,None
26,Jarvis Locks,Darren,Newman,7,Son,,Male,Student,None,
27,Jarvis Locks,Kate,Fowler,61,Head,Single,Female,Interior and spatial designer,None,Catholic
27,Jarvis Locks,Gregory,Jackson,62,Partner,Single,Male,"Presenter, broadcasting",None,Catholic
27,Jarvis Locks,Stephen,Naylor,27,Son,Single,Male,Air cabin crew,None,Catholic
27,Jarvis Locks,Kyle,Naylor,23,Son,Single,Male,Immigration officer,None,Methodist
27,Jarvis Locks,Patricia,Naylor,15,Daughter,,Female,Student,None,
28,Jarvis Locks,Donald,Barber,62,Head,Married,Male,Chartered legal executive (England and Wales),None,Catholic
28,Jarvis Locks,Sophie,Barber,56,Wife,Married,Female,"Designer, exhibition/display",None,Catholic
28,Jarvis Locks,Gavin,Barber,16,Grandson,,Male,Student,None,
28,Jarvis Locks,Gerard,Walton,13,Grandson,,Male,Student,None,
28,Jarvis Locks,Adrian,Nash-Walton,12,Grandson,,Male,Student,None,
29,Jarvis Locks,Lauren,Richards,84,Head,Single,Female,Retired Actuary,None,None
29,Jarvis Locks,Harry,Nolan,88,Partner,Single,Male,Retired Architect,None,None
29,Jarvis Locks,Pauline,Richards,48,Daughter,Single,Female,Dancer,None,None
29,Jarvis Locks,Karen,Richards,44,Daughter,Single,Female,Armed forces technical officer,None,None
29,Jarvis Locks,Leah,Richards,41,Daughter,Divorced,Female,"Surveyor, land/geomatics",None,None
29,Jarvis Locks,Dylan,Richards,39,Son,Single,Male,Field seismologist,None,None
29,Jarvis Locks,Diana,Richards,34,Daughter,Single,Female,Video editor,None,None
29,Jarvis Locks,Dean,Richards,30,Son,Single,Male,"Journalist, newspaper",None,None
29,Jarvis Locks,Jeffrey,Richards,29,Son,Divorced,Male,"Engineer, manufacturing",None,None
29,Jarvis Locks,Frank,Richards,25,Son,Single,Male,"Engineer, structural",None,None
29,Jarvis Locks,Joshua,Richards,20,Son,Single,Male,"Scientist, research (maths)",None,None
29,Jarvis Locks,Jay,Richards,5,Adopted Son,,Male,Student,None,
30,Jarvis Locks,Darren,Powell,61,Head,Married,Male,Learning disability nurse,None,Christian
30,Jarvis Locks,Abbie,Powell,61,Wife,Married,Female,Health visitor,None,Christian
30,Jarvis Locks,Benjamin,Page,22,Grandson,Single,Male,University Student,None,Christian
30,Jarvis Locks,Heather,Page,22,Granddaughter,Divorced,Female,University Student,None,Christian
30,Jarvis Locks,Sean,Page,20,Grandson,Divorced,Male,University Student,None,None
31,Jarvis Locks,Antony,Akhtar,61,Head,Divorced,Male,Unemployed,None,Christian
31,Jarvis Locks,Albert,Akhtar,21,Son,Single,Male,University Student,None,Christian
31,Jarvis Locks,Frederick,Akhtar,20,Son,Divorced,Male,University Student,None,Christian
31,Jarvis Locks,Leigh,Akhtar,19,Son,Single,Male,University Student,None,Christian
31,Jarvis Locks,Steven,Akhtar,13,Son,,Male,Student,None,
32,Jarvis Locks,Mohammed,Evans,53,Head,Divorced,Male,"Pilot, airline",None,Christian
32,Jarvis Locks,Karl,Evans,25,Son,Single,Male,Occupational hygienist,None,Christian
32,Jarvis Locks,Emma,Evans,21,Daughter,Single,Female,University Student,None,Christian
32,Jarvis Locks,Janet,Evans,19,Daughter,Single,Female,University Student,None,Christian
32,Jarvis Locks,Bernard,Evans,16,Son,,Male,Student,None,
33,Jarvis Locks,Elaine,Elliott,36,Head,Married,Female,"Accountant, chartered",None,Christian
33,Jarvis Locks,Kyle,Elliott,41,Husband,Married,Male,"Librarian, academic",None,None
33,Jarvis Locks,Jean,Elliott,6,Daughter,,Female,Student,None,
33,Jarvis Locks,Catherine,Elliott,3,Daughter,,Female,Child,None,
33,Jarvis Locks,Thomas,Bennett,60,Visitor,Single,Male,Unemployed,None,Christian
34,Jarvis Locks,Lauren,Townsend,57,Head,Married,Female,"Biochemist, clinical",None,Christian
34,Jarvis Locks,Glen,Townsend,59,Husband,Married,Male,Acupuncturist,None,Christian
34,Jarvis Locks,Glen,Townsend,21,Son,Single,Male,University Student,None,Christian
34,Jarvis Locks,Elliot,Townsend,15,Son,,Male,Student,None,
34,Jarvis Locks,Anna,Henry-Townsend,11,Daughter,,Female,Student,None,
35,Jarvis Locks,Alan,Chambers,64,Head,Single,Male,Advice worker,None,Christian
35,Jarvis Locks,John,Carr,32,None,Single,Male,Marketing executive,None,Catholic
35,Jarvis Locks,Mohammad,Evans,36,None,Single,Male,Geophysical data processor,None,Methodist
35,Jarvis Locks,Jane,Brown,29,None,Single,Female,Heritage manager,None,None
35,Jarvis Locks,Dawn,Birch,38,None,Single,Female,Unemployed,None,Christian
36,Jarvis Locks,Jack,Lord,44,Head,Widowed,Male,"Therapist, music",None,Christian
36,Jarvis Locks,Billy,Lord,6,Son,,Male,Student,None,
37,Jarvis Locks,Rachel,Ford,34,Head,Single,Female,Unemployed,None,None
37,Jarvis Locks,Ann,Banks,62,Visitor,Single,Female,"Producer, television/film/video",None,None
37,Jarvis Locks,Owen,Gibbs,21,Lodger,Single,Male,Geophysical data processor,None,None
37,Jarvis Locks,Trevor,Taylor,31,Lodger,Single,Male,"Teacher, special educational needs",None,Muslim
37,Jarvis Locks,Shannon,James,39,Lodger,Divorced,Female,Occupational hygienist,None,Methodist
38,Jarvis Locks,Abbie,Coates,49,Head,Married,Female,Counsellor,None,Catholic
38,Jarvis Locks,Stephen,Coates,46,Husband,Married,Male,Web designer,None,Catholic
38,Jarvis Locks,Mary,Coates,13,Daughter,,Female,Student,None,
39,Jarvis Locks,Joanne,Miles,69,Head,Widowed,Female,Retired Ambulance person,None,Christian
39,Jarvis Locks,Dale,Miles,17,Grandson,,Male,Student,None,
39,Jarvis Locks,Nathan,Wilkins,16,Grandson,,Male,Student,None,
39,Jarvis Locks,Philip,Wilkins,12,Grandson,,Male,Student,None,
39,Jarvis Locks,Pauline,Wilkins,8,Granddaughter,,Female,Student,None,
40,Jarvis Locks,Katy,Wheeler-Taylor,80,Head,Widowed,Female,Retired Research scientist (physical sciences),None,Christian
40,Jarvis Locks,Russell,Wheeler-Taylor,48,Son,Single,Male,Psychiatric nurse,None,Christian
41,Jarvis Locks,Katy,Arnold,35,Head,Divorced,Female,Magazine features editor,None,None
41,Jarvis Locks,Dale,Clarke,32,Visitor,Divorced,Male,"Engineer, materials",None,None
41,Jarvis Locks,Kim,Nicholls,39,Lodger,Divorced,Female,Environmental education officer,None,Christian
42,Jarvis Locks,June,Stanley,56,Head,Married,Female,Fisheries officer,None,Christian
42,Jarvis Locks,Frank,Stanley,58,Husband,Married,Male,Dentist,None,Christian
42,Jarvis Locks,Melissa,Stanley,27,Daughter,Single,Female,Acupuncturist,None,Christian
42,Jarvis Locks,Jamie,Stanley,24,Son,Single,Male,"Pilot, airline",None,None
42,Jarvis Locks,Maria,Stanley,16,Daughter,,Female,Student,None,
43,Jarvis Locks,Joan,Walsh,48,Head,Single,Female,Call centre manager,None,Methodist
43,Jarvis Locks,Martyn,Campbell-Walsh,16,Son,,Male,Student,None,
43,Jarvis Locks,Sandra,Campbell-Walsh,15,Daughter,,Female,Student,None,
43,Jarvis Locks,Denise,Campbell-Walsh,13,Daughter,,Female,Student,None,
43,Jarvis Locks,Diana,Campbell-Walsh,12,Daughter,,Female,Student,None,
44,Jarvis Locks,Amanda,Williamson,67,Head,Married,Female,Structural engineer,None,Catholic
44,Jarvis Locks,Brandon,Williamson,69,Husband,Married,Male,Retired Licensed conveyancer,None,Catholic
44,Jarvis Locks,Jemma,Williamson,15,Granddaughter,,Female,Student,None,
44,Jarvis Locks,Sharon,Williamson,14,Granddaughter,,Female,Student,None,
44,Jarvis Locks,Darren,Mason,10,Grandson,,Male,Student,None,
44,Jarvis Locks,Lorraine,Harrison,9,Granddaughter,,Female,Student,None,
44,Jarvis Locks,Jonathan,Chan-Harrison,6,Grandson,,Male,Student,None,
45,Jarvis Locks,Vanessa,Edwards,40,Head,Widowed,Female,Unemployed,None,Muslim
45,Jarvis Locks,Harry,Edwards,6,Son,,Male,Student,None,
45,Jarvis Locks,Damien,Edwards,0,Son,,Male,Child,None,
45,Jarvis Locks,Paul,Ball,53,Visitor,Single,Male,"Psychologist, forensic",None,Christian
45,Jarvis Locks,Laura,Pearson,45,Lodger,Single,Female,"Sound technician, broadcasting/film/video",None,None
45,Jarvis Locks,Bethan,Davies,52,Lodger,Single,Female,Risk manager,None,None
45,Jarvis Locks,Bradley,Davison,40,Cousin,Divorced,Male,Geophysicist/field seismologist,None,Christian
45,Jarvis Locks,Alex,Dobson,41,Cousin,Divorced,Male,Control and instrumentation engineer,None,Christian
45,Jarvis Locks,Billy,Wright,25,Lodger,Single,Male,Dietitian,None,None
46,Jarvis Locks,Victoria,Lucas,36,Head,Single,Female,Engineering geologist,None,Christian
46,Jarvis Locks,Leigh,Elliott,38,Partner,Single,Male,Adult guidance worker,None,Christian
46,Jarvis Locks,Joan,Lucas,2,Daughter,,Female,Child,None,
46,Jarvis Locks,Zoe,Lucas,2,Daughter,,Female,Child,None,
46,Jarvis Locks,Bradley,Lucas,1,Son,,Male,Child,None,
46,Jarvis Locks,Liam,Coleman,46,Lodger,Single,Male,Data scientist,None,Catholic
46,Jarvis Locks,Kathleen,Bell,33,Lodger,Single,Female,Training and development officer,None,None
46,Jarvis Locks,Allan,Brown,19,Sibling,Single,Male,University Student,None,None
47,Jarvis Locks,Suzanne,Smith,66,Head,Widowed,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
47,Jarvis Locks,Carly,Smith,20,Granddaughter,Single,Female,University Student,None,None
47,Jarvis Locks,Joanne,Allen,16,Granddaughter,,Female,Student,None,
47,Jarvis Locks,Howard,Allen,13,Grandson,,Male,Student,None,
47,Jarvis Locks,Justin,Allen,12,Grandson,,Male,Student,None,
47,Jarvis Locks,Sara,Allen,12,Granddaughter,,Female,Student,None,
48,Jarvis Locks,Yvonne,Ward,42,Head,Married,Female,Unemployed,None,Catholic
48,Jarvis Locks,Kevin,Ward,46,Husband,Married,Male,Cartographer,None,Catholic
48,Jarvis Locks,Shannon,Ward,5,Daughter,,Female,Student, ,
48,Jarvis Locks,Nicholas,Ward,2,Son,,Male,Child,None,
48,Jarvis Locks,Josh,Ward,0,Son,,Male,Child,None,
49,Jarvis Locks,Jessica,Taylor,18,Head,Single,Female,University Student,None,None
49,Jarvis Locks,Leslie,Holmes,22,None,Single,Male,University Student,None,None
49,Jarvis Locks,Keith,Hopkins,20,None,Single,Male,University Student,None,Catholic
49,Jarvis Locks,Marilyn,Murphy,18,None,Single,Female,University Student,None,Catholic
49,Jarvis Locks,Carolyn,Stephens,19,None,Single,Female,University Student,None,Christian
50,Jarvis Locks,Heather,Ward,78,Head,Married,Female,Retired Data processing manager,None,None
50,Jarvis Locks,Callum,Ward,81,Husband,Married,Male,Retired Financial controller,None,None
50,Jarvis Locks,Joe,Ward,38,Son,Single,Male,Local government officer,None,None
50,Jarvis Locks,Kim,Ward,32,Daughter,Single,Female,Politician's assistant,None,None
50,Jarvis Locks,Elliot,Ward,30,Son,Single,Male,Systems analyst,None,None
50,Jarvis Locks,Gerald,Ward,30,Son,Single,Male,"Doctor, general practice",None,None
50,Jarvis Locks,Alex,Ward,27,Son,Single,Male,Senior tax professional/tax inspector,None,None
50,Jarvis Locks,Jake,Ward,25,Son,Divorced,Male,Analytical chemist,None,None
50,Jarvis Locks,Catherine,Ward,23,Daughter,Single,Female,Magazine features editor,None,None
50,Jarvis Locks,Katie,Ward,21,Daughter,Single,Female,University Student,None,None
50,Jarvis Locks,Amanda,Ward,17,Daughter,,Female,Student,None,
50,Jarvis Locks,Oliver,Ward,15,Son,,Male,Student,None,
50,Jarvis Locks,John,Ward,3,Son,,Male,Child,None,
50,Jarvis Locks,Gillian,Ward,3,Daughter,,Female,Child,None,
50,Jarvis Locks,Elizabeth,Ward,2,Daughter,,Female,Child,None,
50,Jarvis Locks,Shane,Warren,23,Lodger,Single,Male,English as a foreign language teacher,None,Methodist
50,Jarvis Locks,Shaun,Lewis,48,Lodger,Single,Male,Armed forces training and education officer,None,Catholic
50,Jarvis Locks,Angela,Lawrence,54,Lodger,Single,Female,Retail buyer,None,Christian
50,Jarvis Locks,Ashley,Wilson,56,Lodger,Divorced,Male,Further education lecturer,None,Christian
50,Jarvis Locks,Joe,Brady,37,Lodger,Divorced,Male,"Horticulturist, commercial",None,Catholic
50,Jarvis Locks,Brandon,Simpson,27,Lodger,Divorced,Male,Unemployed,None,Catholic
50,Jarvis Locks,Dominic,Duffy,21,Visitor,Single,Male,University Student,None,Christian
51,Jarvis Locks,Bruce,Williams,49,Head,Single,Male,Database administrator,None,Catholic
51,Jarvis Locks,Chelsea,Owen,30,None,Single,Female,"Civil engineer, consulting",None,Christian
51,Jarvis Locks,Hazel,Cole,48,None,Single,Female,"Engineer, maintenance (IT)",None,None
51,Jarvis Locks,Kathleen,Williamson,52,None,Single,Female,"Embryologist, clinical",None,Muslim
